Latitude,Longtitude,State,LGA,Population,Number of households,Number of households offgrid,Number of people owning mobile phones,Number of households owning radios,Number of ABC1 consumers,Median annual household spending per capita,"Number of households spending over 110,000 N annually per capita","Number of households spending over 5,000 N monthly on energy","Number of households spending over 10,000 N monthly on energy","Number of households spending over 250,000 N annually on discretionary expenses",Number of households with generators,Number of households with televisions,Proportion of households offgrid,Proportion of people owning mobile phones,Proportion of households owning radios,Proportion of ABC1 consumers,"Proportion of households spending over 110,000 N annually per capita","Proportion of households spending over 5,000 N monthly on energy","Proportion of households spending over 10,000 N monthly on energy","Proportion of households spending over 250,000 N annually on discretionary expenses",Proportion of households with generators,Proportion of households with televisions
6.512499999,3.270833334,Lagos,Alimosho,"  13,277 ","  3,263 ",  127 ,"  13,162 ","  2,333 ","  8,708 ","  219,584 ","  2,950 ","  1,974 ","  1,154 ","  2,711 ","  2,088 ","  3,075 ",4%,99%,71%,66%,90%,60%,35%,83%,64%,94%
6.495833333,3.2375,Lagos,Alimosho,"  1,541 ",  379 ,  25 ,"  1,480 ",  269 ,  772 ,"  151,845 ",  323 ,  137 ,  6 ,  313 ,  346 ,  341 ,7%,96%,71%,50%,85%,36%,2%,83%,91%,90%
6.670833333,3.2625,Lagos,Alimosho,"  21,119 ","  5,190 ",  185 ,"  20,291 ","  3,836 ","  13,152 ","  214,756 ","  5,045 ","  3,232 ",  310 ,"  3,970 ","  2,202 ","  5,016 ",4%,96%,74%,62%,97%,62%,6%,77%,42%,97%
6.595833333,3.229166667,Lagos,Alimosho,"  11,373 ","  2,795 ",  401 ,"  11,112 ","  1,979 ","  7,276 ","  196,713 ","  2,690 ","  1,082 ",  836 ,"  2,469 ",  498 ,"  2,597 ",14%,98%,71%,64%,96%,39%,30%,88%,18%,93%
6.504166666,3.254166667,Lagos,Alimosho,"  8,182 ","  2,010 ",  102 ,"  7,976 ","  1,438 ","  5,396 ","  200,069 ","  1,745 ","  1,015 ",  358 ,"  1,562 ","  1,695 ","  1,947 ",5%,97%,72%,66%,87%,50%,18%,78%,84%,97%
6.587499999,3.245833334,Lagos,Alimosho,"  16,501 ","  4,052 ",  715 ,"  16,165 ","  2,825 ","  11,280 ","  201,405 ","  3,908 ","  1,969 ","  1,272 ","  3,581 ","  1,079 ","  3,876 ",18%,98%,70%,68%,96%,49%,31%,88%,27%,96%
6.579166666,3.2625,Lagos,Alimosho,"  7,851 ","  1,927 ",  235 ,"  7,745 ","  1,387 ","  5,493 ","  226,929 ","  1,802 ","  1,113 ",  601 ,"  1,692 ",  727 ,"  1,831 ",12%,99%,72%,70%,94%,58%,31%,88%,38%,95%
6.570833333,3.220833334,Lagos,Alimosho,"  4,047 ",  992 ,  205 ,"  3,863 ",  696 ,"  2,583 ","  199,712 ",  937 ,  350 ,  208 ,  834 ,  340 ,  905 ,21%,95%,70%,64%,94%,35%,21%,84%,34%,91%
6.512499999,3.254166667,Lagos,Alimosho,"  16,889 ","  4,141 ",  150 ,"  16,479 ","  3,000 ","  11,358 ","  177,966 ","  3,743 ","  2,572 ","  1,026 ","  3,378 ","  2,430 ","  4,004 ",4%,98%,72%,67%,90%,62%,25%,82%,59%,97%
6.495833333,3.245833334,Lagos,Alimosho,"  6,464 ","  1,584 ",  82 ,"  6,193 ","  1,125 ","  3,458 ","  189,074 ","  1,314 ",  625 ,  31 ,"  1,259 ","  1,454 ","  1,455 ",5%,96%,71%,53%,83%,39%,2%,80%,92%,92%
6.554166666,3.2375,Lagos,Alimosho,"  17,604 ","  4,313 ",  449 ,"  17,340 ","  3,224 ","  11,933 ","  175,066 ","  4,113 ","  2,384 ",  902 ,"  3,782 ","  2,080 ","  4,111 ",10%,99%,75%,68%,95%,55%,21%,88%,48%,95%
6.637499999,3.270833334,Lagos,Alimosho,"  15,877 ","  3,888 ",  84 ,"  15,553 ","  2,818 ","  10,617 ","  267,029 ","  3,677 ","  2,690 ","  1,341 ","  2,977 ","  1,454 ","  3,635 ",2%,98%,72%,67%,95%,69%,34%,77%,37%,93%
6.504166666,3.220833334,Lagos,Alimosho,"  3,927 ",  962 ,  61 ,"  3,836 ",  665 ,"  2,047 ","  180,571 ",  835 ,  334 ,  23 ,  867 ,  883 ,  888 ,6%,98%,69%,52%,87%,35%,2%,90%,92%,92%
6.570833333,3.254166667,Lagos,Alimosho,"  13,047 ","  3,193 ",  266 ,"  12,837 ","  2,267 ","  9,165 ","  196,217 ","  3,078 ","  1,776 ",  793 ,"  2,807 ","  1,527 ","  3,055 ",8%,98%,71%,70%,96%,56%,25%,88%,48%,96%
6.512499999,3.2625,Lagos,Alimosho,"  18,248 ","  4,459 ",  205 ,"  18,039 ","  3,189 ","  12,513 ","  209,478 ","  4,066 ","  2,828 ","  1,255 ","  3,571 ","  2,572 ","  4,291 ",5%,99%,72%,69%,91%,63%,28%,80%,58%,96%
6.587499999,3.254166667,Lagos,Alimosho,"  13,959 ","  3,410 ",  545 ,"  13,760 ","  2,376 ","  9,934 ","  230,251 ","  3,239 ","  1,838 ","  1,172 ","  2,935 ","  1,126 ","  3,194 ",16%,99%,70%,71%,95%,54%,34%,86%,33%,94%
6.495833333,3.229166667,Lagos,Alimosho,  20 ,  5 ,  0 ,  19 ,  3 ,  10 ,"  161,022 ",  4 ,  2 ,  0 ,  4 ,  4 ,  4 ,7%,96%,70%,48%,87%,34%,1%,85%,91%,92%
6.504166666,3.2625,Lagos,Alimosho,"  12,998 ","  3,162 ",  179 ,"  12,747 ","  2,240 ","  8,512 ","  216,541 ","  2,816 ","  1,773 ",  647 ,"  2,504 ","  2,444 ","  2,989 ",6%,98%,71%,65%,89%,56%,20%,79%,77%,95%
6.520833333,3.270833334,Lagos,Alimosho,"  15,706 ","  3,817 ",  129 ,"  15,574 ","  2,759 ","  10,359 ","  212,676 ","  3,469 ","  2,292 ","  1,476 ","  3,213 ","  2,270 ","  3,628 ",3%,99%,72%,66%,91%,60%,39%,84%,59%,95%
6.587499999,3.2625,Lagos,Alimosho,"  7,056 ","  1,714 ",  223 ,"  6,966 ","  1,218 ","  5,003 ","  235,789 ","  1,593 ",  932 ,  583 ,"  1,438 ",  622 ,"  1,581 ",13%,99%,71%,71%,93%,54%,34%,84%,36%,92%
6.495833333,3.254166667,Lagos,Alimosho,"  5,757 ","  1,396 ",  72 ,"  5,551 ",  997 ,"  3,347 ","  207,619 ","  1,143 ",  630 ,  27 ,"  1,036 ","  1,202 ","  1,330 ",5%,96%,71%,58%,82%,45%,2%,74%,86%,95%
6.579166666,3.220833334,Lagos,Alimosho,"  7,634 ","  1,850 ",  385 ,"  7,205 ","  1,318 ","  4,870 ","  196,280 ","  1,722 ",  492 ,  454 ,"  1,496 ",  404 ,"  1,707 ",21%,94%,71%,64%,93%,27%,25%,81%,22%,92%
6.587499999,3.220833334,Lagos,Alimosho,"  6,377 ","  1,545 ",  255 ,"  6,073 ","  1,112 ","  3,998 ","  188,995 ","  1,437 ",  429 ,  364 ,"  1,222 ",  285 ,"  1,446 ",17%,95%,72%,63%,93%,28%,24%,79%,18%,94%
6.595833333,3.245833334,Lagos,Alimosho,"  18,050 ","  4,372 ",  643 ,"  17,658 ","  3,120 ","  12,557 ","  197,694 ","  4,294 ","  2,472 ","  1,059 ","  3,887 ","  1,557 ","  4,095 ",15%,98%,71%,70%,98%,57%,24%,89%,36%,94%
6.679166666,3.2625,Lagos,Alimosho,"  17,836 ","  4,317 ",  161 ,"  17,094 ","  3,205 ","  11,525 ","  184,116 ","  4,202 ","  2,672 ",  247 ,"  3,217 ","  2,029 ","  4,240 ",4%,96%,74%,65%,97%,62%,6%,75%,47%,98%
6.562499999,3.245833334,Lagos,Alimosho,"  17,645 ","  4,268 ",  308 ,"  17,439 ","  3,109 ","  11,900 ","  182,449 ","  4,127 ","  2,397 ",  868 ,"  3,686 ","  2,127 ","  4,125 ",7%,99%,73%,67%,97%,56%,20%,86%,50%,97%
6.529166666,3.204166667,Lagos,Alimosho,  656 ,  159 ,  10 ,  632 ,  109 ,  334 ,"  193,748 ",  126 ,  84 ,  12 ,  141 ,  143 ,  135 ,6%,96%,68%,51%,79%,53%,8%,89%,90%,85%
6.545833333,3.204166667,Lagos,Alimosho,  632 ,  153 ,  11 ,  596 ,  105 ,  342 ,"  195,112 ",  126 ,  72 ,  13 ,  132 ,  140 ,  133 ,7%,94%,69%,54%,83%,47%,8%,86%,92%,87%
6.520833333,3.2625,Lagos,Alimosho,"  17,137 ","  4,140 ",  77 ,"  16,921 ","  2,994 ","  11,913 ","  198,787 ","  3,852 ","  2,538 ","  1,245 ","  3,543 ","  2,450 ","  3,953 ",2%,99%,72%,70%,93%,61%,30%,86%,59%,95%
6.529166666,3.245833334,Lagos,Alimosho,"  19,930 ","  4,813 ",  112 ,"  19,586 ","  3,563 ","  13,149 ","  193,742 ","  4,503 ","  2,990 ","  1,019 ","  4,129 ","  3,019 ","  4,582 ",2%,98%,74%,66%,94%,62%,21%,86%,63%,95%
6.645833333,3.270833334,Lagos,Alimosho,"  20,706 ","  4,998 ",  92 ,"  20,162 ","  3,697 ","  13,372 ","  209,949 ","  4,756 ","  3,412 ","  1,111 ","  3,628 ","  2,056 ","  4,727 ",2%,97%,74%,65%,95%,68%,22%,73%,41%,95%
6.537499999,3.245833334,Lagos,Alimosho,"  19,916 ","  4,792 ",  263 ,"  19,716 ","  3,548 ","  13,610 ","  210,590 ","  4,480 ","  2,820 ","  1,013 ","  4,159 ","  2,870 ","  4,572 ",5%,99%,74%,68%,93%,59%,21%,87%,60%,95%
6.487499999,3.254166667,Lagos,Alimosho,"  2,279 ",  548 ,  28 ,"  2,165 ",  390 ,"  1,075 ","  192,423 ",  433 ,  236 ,  32 ,  446 ,  446 ,  467 ,5%,95%,71%,47%,79%,43%,6%,81%,81%,85%
6.512499999,3.279166667,Lagos,Alimosho,"  19,602 ","  4,712 ",  204 ,"  19,168 ","  3,375 ","  11,899 ","  223,546 ","  4,302 ","  2,568 ","  1,394 ","  3,805 ","  3,418 ","  4,296 ",4%,98%,72%,61%,91%,55%,30%,81%,73%,91%
6.554166666,3.204166667,Lagos,Alimosho,"  1,525 ",  367 ,  33 ,"  1,455 ",  253 ,  841 ,"  201,537 ",  309 ,  165 ,  39 ,  296 ,  333 ,  335 ,9%,95%,69%,55%,84%,45%,11%,81%,91%,91%
6.595833333,3.220833334,Lagos,Alimosho,"  3,764 ",  904 ,  129 ,"  3,565 ",  646 ,"  2,315 ","  186,333 ",  812 ,  346 ,  130 ,  631 ,  256 ,  831 ,14%,95%,71%,62%,90%,38%,14%,70%,28%,92%
6.495833333,3.2625,Lagos,Alimosho,"  7,980 ","  1,911 ",  97 ,"  7,709 ","  1,340 ","  4,461 ","  208,571 ","  1,546 ",  928 ,  50 ,"  1,441 ","  1,625 ","  1,815 ",5%,97%,70%,56%,81%,49%,3%,75%,85%,95%
6.504166666,3.270833334,Lagos,Alimosho,"  11,850 ","  2,836 ",  129 ,"  11,546 ","  2,008 ","  7,659 ","  224,178 ","  2,530 ","  1,530 ",  472 ,"  2,330 ","  2,283 ","  2,697 ",5%,97%,71%,65%,89%,54%,17%,82%,81%,95%
6.570833333,3.2125,Lagos,Alimosho,"  8,216 ","  1,964 ",  341 ,"  7,713 ","  1,384 ","  5,163 ","  201,253 ","  1,758 ",  573 ,  328 ,"  1,444 ",  735 ,"  1,788 ",17%,94%,70%,63%,90%,29%,17%,74%,37%,91%
6.620833333,3.270833334,Lagos,Alimosho,"  14,409 ","  3,436 ",  251 ,"  14,065 ","  2,492 ","  9,728 ","  263,150 ","  3,257 ","  2,189 ",  904 ,"  2,942 ",  964 ,"  3,276 ",7%,98%,73%,68%,95%,64%,26%,86%,28%,95%
6.587499999,3.2125,Lagos,Alimosho,  481 ,  115 ,  16 ,  446 ,  82 ,  293 ,"  192,109 ",  100 ,  51 ,  13 ,  74 ,  42 ,  103 ,14%,93%,72%,61%,87%,44%,12%,64%,37%,90%
6.629166666,3.279166667,Lagos,Alimosho,"  16,082 ","  3,828 ",  208 ,"  15,710 ","  2,809 ","  10,546 ","  234,641 ","  3,558 ","  2,481 ",  872 ,"  3,043 ","  1,614 ","  3,550 ",5%,98%,73%,66%,93%,65%,23%,79%,42%,93%
6.545833333,3.245833334,Lagos,Alimosho,"  13,181 ","  3,133 ",  295 ,"  13,096 ","  2,284 ","  9,394 ","  225,769 ","  2,932 ","  1,746 ",  608 ,"  2,703 ","  1,848 ","  3,009 ",9%,99%,73%,71%,94%,56%,19%,86%,59%,96%
6.662499999,3.270833334,Lagos,Alimosho,"  19,465 ","  4,622 ",  127 ,"  18,810 ","  3,499 ","  13,035 ","  176,570 ","  4,542 ","  2,956 ",  239 ,"  3,566 ","  2,349 ","  4,508 ",3%,97%,76%,67%,98%,64%,5%,77%,51%,98%
6.637499999,3.279166667,Lagos,Alimosho,"  18,177 ","  4,314 ",  82 ,"  17,797 ","  3,176 ","  12,085 ","  238,062 ","  4,089 ","  2,717 ",  839 ,"  3,467 ","  2,187 ","  4,047 ",2%,98%,74%,66%,95%,63%,19%,80%,51%,94%
6.654166666,3.270833334,Lagos,Alimosho,"  18,557 ","  4,396 ",  90 ,"  18,019 ","  3,295 ","  12,660 ","  177,676 ","  4,252 ","  3,002 ",  558 ,"  3,204 ","  1,903 ","  4,210 ",2%,97%,75%,68%,97%,68%,13%,73%,43%,96%
6.570833333,3.2625,Lagos,Alimosho,"  19,824 ","  4,696 ",  268 ,"  19,560 ","  3,406 ","  13,775 ","  204,219 ","  4,563 ","  2,634 ",  822 ,"  4,197 ","  2,711 ","  4,604 ",6%,99%,73%,69%,97%,56%,17%,89%,58%,98%
6.520833333,3.279166667,Lagos,Alimosho,"  6,688 ","  1,584 ",  77 ,"  6,597 ","  1,142 ","  4,053 ","  213,623 ","  1,477 ",  866 ,  552 ,"  1,326 ","  1,001 ","  1,478 ",5%,99%,72%,61%,93%,55%,35%,84%,63%,93%
6.579166666,3.2125,Lagos,Alimosho,"  7,938 ","  1,880 ",  345 ,"  7,450 ","  1,340 ","  4,922 ","  199,609 ","  1,680 ",  564 ,  287 ,"  1,270 ",  549 ,"  1,725 ",18%,94%,71%,62%,89%,30%,15%,68%,29%,92%
6.520833333,3.254166667,Lagos,Alimosho,"  21,827 ","  5,168 ",  74 ,"  21,312 ","  3,829 ","  14,616 ","  175,489 ","  4,844 ","  3,221 ","  1,380 ","  4,389 ","  3,186 ","  4,893 ",1%,98%,74%,67%,94%,62%,27%,85%,62%,95%
6.587499999,3.270833334,Lagos,Alimosho,"  6,063 ","  1,435 ",  94 ,"  5,939 ","  1,016 ","  4,312 ","  239,706 ","  1,338 ",  764 ,  357 ,"  1,201 ",  593 ,"  1,320 ",7%,98%,71%,71%,93%,53%,25%,84%,41%,92%
6.595833333,3.254166667,Lagos,Alimosho,"  19,514 ","  4,607 ",  415 ,"  19,212 ","  3,269 ","  14,104 ","  220,354 ","  4,497 ","  2,500 ","  1,192 ","  4,042 ","  2,047 ","  4,296 ",9%,98%,71%,72%,98%,54%,26%,88%,44%,93%
6.579166666,3.270833334,Lagos,Alimosho,"  7,926 ","  1,871 ",  103 ,"  7,781 ","  1,344 ","  5,665 ","  222,857 ","  1,782 ","  1,046 ",  330 ,"  1,662 ",  936 ,"  1,783 ",6%,98%,72%,71%,95%,56%,18%,89%,50%,95%
6.487499999,3.2625,Lagos,Alimosho,"  1,084 ",  256 ,  12 ,"  1,035 ",  178 ,  520 ,"  190,231 ",  195 ,  120 ,  7 ,  208 ,  208 ,  221 ,5%,95%,70%,48%,76%,47%,3%,81%,81%,86%
6.562499999,3.204166667,Lagos,Alimosho,"  3,290 ",  775 ,  79 ,"  3,090 ",  536 ,"  1,920 ","  198,133 ",  636 ,  368 ,  106 ,  543 ,  581 ,  715 ,10%,94%,69%,58%,82%,47%,14%,70%,75%,92%
6.604166666,3.254166667,Lagos,Alimosho,"  16,943 ","  3,991 ",  226 ,"  16,655 ","  2,912 ","  12,198 ","  219,246 ","  3,942 ","  2,338 ",  538 ,"  3,533 ","  1,910 ","  3,795 ",6%,98%,73%,72%,99%,59%,13%,89%,48%,95%
6.670833333,3.270833334,Lagos,Alimosho,"  18,325 ","  4,307 ",  101 ,"  17,595 ","  3,275 ","  11,492 ","  161,649 ","  4,250 ","  2,493 ",  103 ,"  3,468 ","  2,483 ","  4,255 ",2%,96%,76%,63%,99%,58%,2%,81%,58%,99%
6.529166666,3.270833334,Lagos,Alimosho,"  10,532 ","  2,474 ",  108 ,"  10,411 ","  1,803 ","  7,050 ","  213,605 ","  2,281 ","  1,478 ",  737 ,"  2,183 ","  1,469 ","  2,395 ",4%,99%,73%,67%,92%,60%,30%,88%,59%,97%
6.612499999,3.2625,Lagos,Alimosho,"  20,010 ","  4,689 ",  299 ,"  19,635 ","  3,429 ","  13,880 ","  240,140 ","  4,543 ","  2,819 ",  800 ,"  4,098 ","  2,021 ","  4,614 ",6%,98%,73%,69%,97%,60%,17%,87%,43%,98%
6.579166666,3.204166667,Lagos,Alimosho,"  3,845 ",  898 ,  116 ,"  3,594 ",  626 ,"  2,297 ","  196,428 ",  743 ,  422 ,  170 ,  555 ,  514 ,  807 ,13%,93%,70%,60%,83%,47%,19%,62%,57%,90%
6.504166666,3.279166667,Lagos,Alimosho,"  6,827 ","  1,594 ",  69 ,"  6,598 ","  1,126 ","  4,145 ","  225,020 ","  1,423 ",  862 ,  129 ,"  1,251 ","  1,309 ","  1,532 ",4%,97%,71%,61%,89%,54%,8%,78%,82%,96%
6.562499999,3.254166667,Lagos,Alimosho,"  14,958 ","  3,489 ",  118 ,"  14,789 ","  2,558 ","  10,180 ","  176,932 ","  3,394 ","  1,894 ",  521 ,"  3,025 ","  2,117 ","  3,422 ",3%,99%,73%,68%,97%,54%,15%,87%,61%,98%
6.570833333,3.204166667,Lagos,Alimosho,"  7,063 ","  1,647 ",  211 ,"  6,604 ","  1,138 ","  4,239 ","  195,645 ","  1,347 ",  767 ,  337 ,"  1,040 ",  979 ,"  1,506 ",13%,93%,69%,60%,82%,47%,20%,63%,59%,91%
6.529166666,3.2625,Lagos,Alimosho,"  23,171 ","  5,400 ",  68 ,"  22,822 ","  4,008 ","  16,041 ","  191,990 ","  5,035 ","  3,040 ","  1,362 ","  4,723 ","  3,612 ","  5,225 ",1%,98%,74%,69%,93%,56%,25%,87%,67%,97%
6.595833333,3.2625,Lagos,Alimosho,"  18,772 ","  4,372 ",  346 ,"  18,519 ","  3,118 ","  13,436 ","  231,630 ","  4,204 ","  2,236 ",  850 ,"  3,823 ","  2,254 ","  4,116 ",8%,99%,71%,72%,96%,51%,19%,87%,52%,94%
6.529166666,3.2875,Lagos,Alimosho,"  11,203 ","  2,604 ",  118 ,"  11,051 ","  1,889 ","  7,330 ","  216,551 ","  2,396 ","  1,595 ",  759 ,"  2,358 ","  1,688 ","  2,512 ",5%,99%,73%,65%,92%,61%,29%,91%,65%,96%
6.570833333,3.304166667,Lagos,Alimosho,"  14,957 ","  3,471 ",  502 ,"  14,669 ","  2,494 ","  10,558 ","  220,821 ","  3,255 ","  1,684 ","  1,255 ","  3,159 ","  1,785 ","  3,315 ",14%,98%,72%,71%,94%,49%,36%,91%,51%,95%
6.554166666,3.245833334,Lagos,Alimosho,"  16,211 ","  3,762 ",  160 ,"  16,048 ","  2,817 ","  10,762 ","  198,681 ","  3,578 ","  2,119 ",  659 ,"  3,222 ","  2,163 ","  3,656 ",4%,99%,75%,66%,95%,56%,18%,86%,58%,97%
6.529166666,3.279166667,Lagos,Alimosho,"  20,025 ","  4,629 ",  241 ,"  19,837 ","  3,354 ","  12,649 ","  222,200 ","  4,361 ","  2,655 ","  1,428 ","  4,187 ","  2,855 ","  4,491 ",5%,99%,72%,63%,94%,57%,31%,90%,62%,97%
6.579166666,3.304166667,Lagos,Alimosho,"  16,984 ","  3,926 ",  758 ,"  16,599 ","  2,825 ","  11,982 ","  227,711 ","  3,775 ","  1,973 ","  1,235 ","  3,643 ","  1,918 ","  3,776 ",19%,98%,72%,71%,96%,50%,31%,93%,49%,96%
6.645833333,3.279166667,Lagos,Alimosho,"  21,100 ","  4,872 ",  76 ,"  20,560 ","  3,662 ","  14,075 ","  192,436 ","  4,704 ","  2,964 ",  596 ,"  4,020 ","  2,541 ","  4,732 ",2%,97%,75%,67%,97%,61%,12%,83%,52%,97%
6.570833333,3.295833334,Lagos,Alimosho,"  15,634 ","  3,608 ",  226 ,"  15,390 ","  2,624 ","  11,265 ","  221,240 ","  3,577 ","  1,747 ",  768 ,"  3,364 ","  2,347 ","  3,519 ",6%,98%,73%,72%,99%,48%,21%,93%,65%,98%
6.620833333,3.279166667,Lagos,Alimosho,"  15,346 ","  3,536 ",  184 ,"  14,963 ","  2,580 ","  10,465 ","  257,368 ","  3,374 ","  2,138 ",  485 ,"  3,095 ","  1,274 ","  3,403 ",5%,98%,73%,68%,95%,60%,14%,88%,36%,96%
6.537499999,3.2875,Lagos,Alimosho,"  12,525 ","  2,880 ",  151 ,"  12,305 ","  2,128 ","  8,508 ","  215,827 ","  2,724 ","  1,646 ",  734 ,"  2,650 ","  1,897 ","  2,779 ",5%,98%,74%,68%,95%,57%,25%,92%,66%,96%
6.495833333,3.270833334,Lagos,Alimosho,"  1,696 ",  389 ,  18 ,"  1,628 ",  271 ,"  1,009 ","  212,982 ",  317 ,  173 ,  13 ,  316 ,  352 ,  377 ,5%,96%,70%,60%,81%,44%,3%,81%,90%,97%
6.504166666,3.2875,Lagos,Alimosho,"  1,225 ",  281 ,  9 ,"  1,203 ",  197 ,  798 ,"  219,028 ",  251 ,  147 ,  35 ,  203 ,  239 ,  270 ,3%,98%,70%,65%,89%,52%,13%,72%,85%,96%
6.637499999,3.2875,Lagos,Alimosho,"  18,461 ","  4,231 ",  82 ,"  17,979 ","  3,184 ","  12,027 ","  228,525 ","  4,006 ","  2,471 ",  529 ,"  3,574 ","  2,314 ","  3,990 ",2%,97%,75%,65%,95%,58%,13%,84%,55%,94%
6.595833333,3.270833334,Lagos,Alimosho,"  19,784 ","  4,531 ",  227 ,"  19,388 ","  3,254 ","  14,067 ","  251,751 ","  4,382 ","  2,199 ",  360 ,"  4,059 ","  2,682 ","  4,353 ",5%,98%,72%,71%,97%,49%,8%,90%,59%,96%
6.562499999,3.2875,Lagos,Alimosho,"  10,204 ","  2,337 ",  116 ,"  10,087 ","  1,727 ","  7,296 ","  222,759 ","  2,263 ","  1,282 ",  538 ,"  2,160 ","  1,417 ","  2,227 ",5%,99%,74%,71%,97%,55%,23%,92%,61%,95%
6.562499999,3.304166667,Lagos,Alimosho,"  10,137 ","  2,321 ",  274 ,"  9,924 ","  1,704 ","  7,189 ","  214,184 ","  2,160 ","  1,270 ",  681 ,"  2,161 ","  1,241 ","  2,217 ",12%,98%,73%,71%,93%,55%,29%,93%,53%,96%
6.662499999,3.279166667,Lagos,Alimosho,"  17,258 ","  3,950 ",  122 ,"  16,654 ","  3,022 ","  11,369 ","  171,448 ","  3,879 ","  2,251 ",  108 ,"  3,330 ","  2,420 ","  3,915 ",3%,97%,76%,66%,98%,57%,3%,84%,61%,99%
6.562499999,3.295833334,Lagos,Alimosho,"  20,793 ","  4,759 ",  302 ,"  20,495 ","  3,498 ","  14,955 ","  217,954 ","  4,682 ","  2,643 ",  958 ,"  4,478 ","  3,032 ","  4,603 ",6%,99%,73%,72%,98%,56%,20%,94%,64%,97%
6.629166666,3.2875,Lagos,Alimosho,"  19,216 ","  4,391 ",  133 ,"  18,698 ","  3,264 ","  12,608 ","  240,066 ","  4,131 ","  2,618 ",  493 ,"  3,720 ","  2,128 ","  4,123 ",3%,97%,74%,66%,94%,60%,11%,85%,48%,94%
6.570833333,3.270833334,Lagos,Alimosho,"  20,525 ","  4,688 ",  165 ,"  20,226 ","  3,440 ","  14,862 ","  216,190 ","  4,602 ","  2,550 ",  409 ,"  4,335 ","  2,993 ","  4,633 ",4%,99%,73%,72%,98%,54%,9%,92%,64%,99%
6.545833333,3.254166667,Lagos,Alimosho,"  20,754 ","  4,725 ",  119 ,"  20,582 ","  3,614 ","  14,018 ","  202,760 ","  4,482 ","  2,513 ",  818 ,"  4,089 ","  3,240 ","  4,598 ",3%,99%,76%,68%,95%,53%,17%,87%,69%,97%
6.579166666,3.295833334,Lagos,Alimosho,"  9,478 ","  2,157 ",  154 ,"  9,292 ","  1,565 ","  6,833 ","  240,253 ","  2,149 ","  1,035 ",  301 ,"  2,020 ","  1,499 ","  2,149 ",7%,98%,73%,72%,100%,48%,14%,94%,69%,100%
6.604166666,3.2625,Lagos,Alimosho,"  16,405 ","  3,730 ",  167 ,"  16,141 ","  2,713 ","  11,549 ","  232,368 ","  3,710 ","  1,919 ",  276 ,"  3,355 ","  2,189 ","  3,651 ",4%,98%,73%,70%,99%,51%,7%,90%,59%,98%
6.537499999,3.279166667,Lagos,Alimosho,"  26,480 ","  6,014 ",  322 ,"  26,146 ","  4,449 ","  18,458 ","  240,802 ","  5,780 ","  3,369 ","  1,570 ","  5,495 ","  4,006 ","  5,896 ",5%,99%,74%,70%,96%,56%,26%,91%,67%,98%
6.529166666,3.254166667,Lagos,Alimosho,"  24,653 ","  5,595 ",  67 ,"  24,127 ","  4,214 ","  16,018 ","  189,540 ","  5,286 ","  3,233 ","  1,258 ","  4,859 ","  3,844 ","  5,385 ",1%,98%,75%,65%,94%,58%,22%,87%,69%,96%
6.570833333,3.2875,Lagos,Alimosho,"  18,521 ","  4,201 ",  181 ,"  18,217 ","  3,099 ","  13,318 ","  221,795 ","  4,141 ","  2,136 ",  731 ,"  3,936 ","  2,788 ","  4,102 ",4%,98%,74%,72%,99%,51%,17%,94%,66%,98%
6.612499999,3.270833334,Lagos,Alimosho,"  19,893 ","  4,511 ",  209 ,"  19,383 ","  3,305 ","  13,373 ","  284,490 ","  4,385 ","  2,445 ",  267 ,"  3,996 ","  2,069 ","  4,448 ",5%,97%,73%,67%,97%,54%,6%,89%,46%,99%
6.554166666,3.254166667,Lagos,Alimosho,"  16,463 ","  3,732 ",  97 ,"  16,311 ","  2,823 ","  10,801 ","  191,834 ","  3,573 ","  1,963 ",  563 ,"  3,241 ","  2,475 ","  3,662 ",3%,99%,76%,66%,96%,53%,15%,87%,66%,98%
6.537499999,3.254166667,Lagos,Alimosho,"  21,672 ","  4,911 ",  76 ,"  21,304 ","  3,722 ","  14,061 ","  199,166 ","  4,663 ","  2,725 ",  920 ,"  4,246 ","  3,419 ","  4,786 ",2%,98%,76%,65%,95%,55%,19%,86%,70%,97%
6.537499999,3.270833334,Lagos,Alimosho,"  14,621 ","  3,308 ",  118 ,"  14,412 ","  2,452 ","  10,199 ","  240,224 ","  3,173 ","  1,793 ",  685 ,"  2,998 ","  2,207 ","  3,265 ",4%,99%,74%,70%,96%,54%,21%,91%,67%,99%
6.654166666,3.279166667,Lagos,Alimosho,"  20,851 ","  4,716 ",  89 ,"  20,195 ","  3,593 ","  13,533 ","  164,852 ","  4,629 ","  2,811 ",  270 ,"  3,928 ","  2,549 ","  4,664 ",2%,97%,76%,65%,98%,60%,6%,83%,54%,99%
6.562499999,3.2625,Lagos,Alimosho,"  21,523 ","  4,868 ",  143 ,"  21,263 ","  3,631 ","  15,054 ","  216,443 ","  4,771 ","  2,519 ",  552 ,"  4,353 ","  3,295 ","  4,848 ",3%,99%,75%,70%,98%,52%,11%,89%,68%,100%
6.587499999,3.279166667,Lagos,Alimosho,"  21,070 ","  4,763 ",  176 ,"  20,592 ","  3,472 ","  15,407 ","  283,327 ","  4,606 ","  2,393 ",  549 ,"  4,186 ","  2,547 ","  4,474 ",4%,98%,73%,73%,97%,50%,12%,88%,53%,94%
